,total,white,blk_af_am,am_indian_alas_nat,asian,nat_haw_pac_island,other,two_or_more,GEO_ID,County,perc_white,perc_blk_af_am,perc_am_indian_alas_nat,perc_asian,perc_nat_haw_pac_island,perc_other,perc_two_or_more,fips
403,114434,106524,1027,1268,1179,0,1991,2445,0500000US30031,"Gallatin County, Montana",0.930877186850062,0.008974605449429365,0.011080622891797893,0.010302882010591258,0.0,0.017398675218903474,0.021366027579215966,30031
404,69432,64322,617,461,598,0,131,3303,0500000US30049,"Lewis and Clark County, Montana",0.9264028113838,0.008886392441525521,0.006639589814494758,0.008612743403617928,0.0,0.0018867381034681414,0.047571724853093675,30049
405,119600,109724,968,1890,2390,0,355,4273,0500000US30063,"Missoula County, Montana",0.9174247491638796,0.008093645484949832,0.01580267558528428,0.019983277591973245,0.0,0.0029682274247491637,0.03572742474916388,30063
406,161300,144096,1586,7623,1123,0,1328,5544,0500000US30111,"Yellowstone County, Montana",0.8933415995040298,0.009832610043397395,0.04725976441413515,0.006962182269063856,0.0,0.008233106013639182,0.034370737755734654,30111
407,571327,451724,64027,4202,22779,108,9279,19208,0500000US31055,"Douglas County, Nebraska",0.7906575393776244,0.11206716993945674,0.0073548073170005964,0.03987033695239329,0.00018903360072252843,0.016241136862077236,0.03361997595072524,31055
408,319090,272554,12759,3192,14580,580,4640,10785,0500000US31109,"Lancaster County, Nebraska",0.8541602682628725,0.03998558400451283,0.010003447303268671,0.045692437870193364,0.0018176689962079663,0.01454135196966373,0.03379924159328089,31109
409,187196,162930,7322,1655,4544,711,3583,6451,0500000US31153,"Sarpy County, Nebraska",0.870371161776961,0.03911408363426569,0.008841000876087095,0.024274022949208315,0.0037981580803008613,0.01914036624714203,0.03446120643603496,31153
410,2266715,1345727,279196,23279,226665,18472,257441,115935,0500000US32003,"Clark County, Nevada",0.5936904286599771,0.12317207941889474,0.010269928067710321,0.09999713241408822,0.00814923799418983,0.11357448995572889,0.05114670348941089,32003
411,471519,353042,11513,7777,26966,3151,50497,18573,0500000US32031,"Washoe County, Nevada",0.7487333490272926,0.02441683155927969,0.016493502912926096,0.057189636048600376,0.006682657538720603,0.10709430584981729,0.0393897170633633,32031
413,89886,82425,1545,128,2970,172,358,2288,0500000US33009,"Grafton County, New Hampshire",0.9169948601561978,0.017188438689006075,0.0014240259884742896,0.0330418530138175,0.0019135349220123267,0.003982822686514029,0.025454464543977928,33009
414,417025,371752,11178,852,16275,94,6088,10786,0500000US33011,"Hillsborough County, New Hampshire",0.8914381631796655,0.02680414843234818,0.00204304298303459,0.039026437263953,0.00022540615071038906,0.014598645165157964,0.025864156825130387,33011
415,151391,141054,3220,434,3108,0,596,2979,0500000US33013,"Merrimack County, New Hampshire",0.931719851246111,0.02126942816944204,0.0028667490141421883,0.020529621972244057,0.0,0.003936825835089272,0.01967752376297138,33013
416,309769,292557,3266,0,7057,226,2157,4506,0500000US33015,"Rockingham County, New Hampshire",0.9444360152242477,0.010543340360074765,0.0,0.022781492015017644,0.0007295759097908441,0.006963253262915269,0.014546323227953734,33015
417,130633,120891,1418,118,4127,0,461,3618,0500000US33017,"Strafford County, New Hampshire",0.9254246629871472,0.010854837598462869,0.0009032939609440187,0.03159232353233869,0.0,0.003528970474535531,0.027695911446571693,33017
418,263670,168846,37184,795,20610,618,25667,9950,0500000US34001,"Atlantic County, New Jersey",0.6403686426214587,0.14102476580574203,0.0030151325520537033,0.07816588917965639,0.002343838889520992,0.0973451663063678,0.03773656464520044,34001
419,932202,667991,52489,1467,154409,481,25827,29538,0500000US34003,"Bergen County, New Jersey",0.7165732319819095,0.056306465766003504,0.0015736932553244898,0.16563899240722504,0.0005159825874649485,0.027705368578913155,0.03168626542315936,34003
420,445349,318226,76401,1128,23075,0,9326,17193,0500000US34005,"Burlington County, New Jersey",0.7145542035572102,0.1715530965602258,0.0025328450271584757,0.051813296987306585,0.0,0.02094088007382974,0.03860567779426921,34005
