,state_abbrev,med_inc,pov_rate,pov_count,county,time,state,fips_county
2782,UT,63461.0,6.5,67.0,Daggett County,2020,49,009
2783,UT,92253.0,5.0,17794.0,Davis County,2020,49,011
2784,UT,61709.0,10.6,2076.0,Duchesne County,2020,49,013
2785,UT,64144.0,9.3,938.0,Emery County,2020,49,015
2786,UT,47638.0,9.7,474.0,Garfield County,2020,49,017
2787,UT,58852.0,10.4,1015.0,Grand County,2020,49,019
2788,UT,52942.0,13.7,7593.0,Iron County,2020,49,021
2789,UT,70086.0,7.7,926.0,Juab County,2020,49,023
2790,UT,58352.0,9.0,690.0,Kane County,2020,49,025
2791,UT,60316.0,10.7,1409.0,Millard County,2020,49,027
2792,UT,103746.0,3.7,460.0,Morgan County,2020,49,029
2793,UT,47206.0,15.3,219.0,Piute County,2020,49,031
2794,UT,75531.0,8.4,205.0,Rich County,2020,49,033
2795,UT,79294.0,7.0,79980.0,Salt Lake County,2020,49,035
2796,UT,50686.0,18.6,2782.0,San Juan County,2020,49,037
2797,UT,55033.0,14.1,4030.0,Sanpete County,2020,49,039
2798,UT,56318.0,10.0,2156.0,Sevier County,2020,49,041
2799,UT,115756.0,4.5,1922.0,Summit County,2020,49,043
2800,UT,79101.0,5.7,4224.0,Tooele County,2020,49,045
2801,UT,63282.0,10.8,3853.0,Uintah County,2020,49,047
2802,UT,81804.0,7.8,49771.0,Utah County,2020,49,049
2803,UT,87098.0,4.7,1636.0,Wasatch County,2020,49,051
2804,UT,71904.0,6.9,12615.0,Washington County,2020,49,053
2805,UT,54790.0,11.2,310.0,Wayne County,2020,49,055
2806,UT,72091.0,7.3,18994.0,Weber County,2020,49,057
2807,VT,73049.0,8.4,2865.0,Addison County,2020,50,001
2808,VT,65528.0,10.4,3536.0,Bennington County,2020,50,003
2809,VT,52203.0,11.0,3145.0,Caledonia County,2020,50,005
2810,VT,80539.0,8.5,13194.0,Chittenden County,2020,50,007
2811,VT,50956.0,12.7,775.0,Essex County,2020,50,009
2812,VT,62763.0,8.9,4345.0,Franklin County,2020,50,011
2813,VT,79994.0,7.4,528.0,Grand Isle County,2020,50,013
2814,VT,57909.0,8.1,1990.0,Lamoille County,2020,50,015
2815,VT,60624.0,9.6,2722.0,Orange County,2020,50,017
2816,VT,56721.0,10.6,2765.0,Orleans County,2020,50,019
2817,VT,62289.0,12.0,6659.0,Rutland County,2020,50,021
2818,VT,70061.0,8.0,4454.0,Washington County,2020,50,023
2819,VT,59017.0,11.3,4619.0,Windham County,2020,50,025
2820,VT,60842.0,8.6,4683.0,Windsor County,2020,50,027
2821,VA,44127.0,17.6,5617.0,Accomack County,2020,51,001
2822,VA,79708.0,6.3,6602.0,Albemarle County,2020,51,003
2823,VA,52281.0,11.7,1681.0,Alleghany County,2020,51,005
2824,VA,70511.0,9.0,1155.0,Amelia County,2020,51,007
2825,VA,61111.0,11.2,3435.0,Amherst County,2020,51,009
2826,VA,55152.0,12.6,2010.0,Appomattox County,2020,51,011
2827,VA,125004.0,6.0,14273.0,Arlington County,2020,51,013
2828,VA,67698.0,8.3,6074.0,Augusta County,2020,51,015
2829,VA,56165.0,11.2,455.0,Bath County,2020,51,017
2830,VA,70004.0,6.8,5417.0,Bedford County,2020,51,019
2831,VA,56637.0,12.1,674.0,Bland County,2020,51,021
2832,VA,70803.0,6.6,2193.0,Botetourt County,2020,51,023
2833,VA,45556.0,20.2,2785.0,Brunswick County,2020,51,025
2834,VA,35891.0,23.7,4642.0,Buchanan County,2020,51,027
2835,VA,49339.0,16.8,2519.0,Buckingham County,2020,51,029
2836,VA,59223.0,8.9,4874.0,Campbell County,2020,51,031
2837,VA,67663.0,9.8,2950.0,Caroline County,2020,51,033
2838,VA,48555.0,13.2,3945.0,Carroll County,2020,51,035
2839,VA,61850.0,9.9,676.0,Charles City County,2020,51,036
2840,VA,45084.0,17.2,2001.0,Charlotte County,2020,51,037
2841,VA,83598.0,6.6,23305.0,Chesterfield County,2020,51,041
2842,VA,88407.0,6.2,894.0,Clarke County,2020,51,043
2843,VA,57314.0,10.4,525.0,Craig County,2020,51,045
2844,VA,80151.0,8.5,4415.0,Culpeper County,2020,51,047
2845,VA,51035.0,13.5,1337.0,Cumberland County,2020,51,049
2846,VA,38394.0,19.3,2615.0,Dickenson County,2020,51,051
2847,VA,63567.0,11.1,3117.0,Dinwiddie County,2020,51,053
2848,VA,56134.0,12.3,1325.0,Essex County,2020,51,057
2849,VA,132509.0,5.3,59990.0,Fairfax County,2020,51,059
2850,VA,106977.0,6.0,4270.0,Fauquier County,2020,51,061
2851,VA,54262.0,10.9,1708.0,Floyd County,2020,51,063
2852,VA,79598.0,6.8,1768.0,Fluvanna County,2020,51,065
2853,VA,61714.0,11.5,6320.0,Franklin County,2020,51,067
2854,VA,83033.0,7.4,6658.0,Frederick County,2020,51,069
2855,VA,55983.0,10.7,1757.0,Giles County,2020,51,071
2856,VA,73893.0,7.9,2931.0,Gloucester County,2020,51,073
2857,VA,101927.0,5.8,1351.0,Goochland County,2020,51,075
2858,VA,45896.0,16.2,2346.0,Grayson County,2020,51,077
2859,VA,70046.0,8.1,1606.0,Greene County,2020,51,079
2860,VA,48578.0,21.5,1683.0,Greensville County,2020,51,081
2861,VA,43386.0,17.8,5854.0,Halifax County,2020,51,083
2862,VA,97717.0,5.0,5266.0,Hanover County,2020,51,085
2863,VA,80105.0,8.3,27328.0,Henrico County,2020,51,087
2864,VA,41706.0,12.9,6385.0,Henry County,2020,51,089
2865,VA,52898.0,12.2,267.0,Highland County,2020,51,091
2866,VA,75481.0,7.6,2845.0,Isle of Wight County,2020,51,093
2867,VA,86501.0,6.5,4937.0,James City County,2020,51,095
2868,VA,60133.0,11.1,767.0,King and Queen County,2020,51,097
2869,VA,90786.0,6.0,1611.0,King George County,2020,51,099
2870,VA,79313.0,6.2,1083.0,King William County,2020,51,101
2871,VA,55539.0,10.3,1078.0,Lancaster County,2020,51,103
2872,VA,38229.0,26.0,5667.0,Lee County,2020,51,105
2873,VA,155362.0,3.2,13241.0,Loudoun County,2020,51,107
2874,VA,69907.0,7.9,3014.0,Louisa County,2020,51,109
2875,VA,47384.0,16.5,1847.0,Lunenburg County,2020,51,111
2876,VA,67373.0,9.4,1241.0,Madison County,2020,51,113
2877,VA,68946.0,8.5,738.0,Mathews County,2020,51,115
2878,VA,49542.0,15.4,4572.0,Mecklenburg County,2020,51,117
2879,VA,60752.0,11.6,1181.0,Middlesex County,2020,51,119
2880,VA,62418.0,19.3,17059.0,Montgomery County,2020,51,121
2881,VA,60757.0,10.7,1571.0,Nelson County,2020,51,125
2882,VA,107658.0,4.6,1071.0,New Kent County,2020,51,127
2883,VA,50096.0,16.2,1854.0,Northampton County,2020,51,131
2884,VA,60575.0,12.3,1487.0,Northumberland County,2020,51,133
2885,VA,51503.0,19.2,2470.0,Nottoway County,2020,51,135
2886,VA,73226.0,9.4,3477.0,Orange County,2020,51,137
2887,VA,52107.0,11.3,2682.0,Page County,2020,51,139
2888,VA,46149.0,14.2,2435.0,Patrick County,2020,51,141
2889,VA,49124.0,14.0,8227.0,Pittsylvania County,2020,51,143
2890,VA,98465.0,5.3,1523.0,Powhatan County,2020,51,145
2891,VA,47968.0,23.6,4470.0,Prince Edward County,2020,51,147
2892,VA,75717.0,8.2,2853.0,Prince George County,2020,51,149
2893,VA,111117.0,4.9,22884.0,Prince William County,2020,51,153
2894,VA,50530.0,12.5,4111.0,Pulaski County,2020,51,155
2895,VA,76634.0,8.9,645.0,Rappahannock County,2020,51,157
2896,VA,55870.0,16.0,1179.0,Richmond County,2020,51,159
2897,VA,71613.0,6.0,5499.0,Roanoke County,2020,51,161
2898,VA,55684.0,10.5,2333.0,Rockbridge County,2020,51,163
2899,VA,62609.0,8.3,6681.0,Rockingham County,2020,51,165
2900,VA,43206.0,16.2,4278.0,Russell County,2020,51,167
2901,VA,44937.0,17.6,3654.0,Scott County,2020,51,169
2902,VA,54294.0,10.1,4366.0,Shenandoah County,2020,51,171
2903,VA,43351.0,15.2,4467.0,Smyth County,2020,51,173
2904,VA,60441.0,12.5,2006.0,Southampton County,2020,51,175
2905,VA,94299.0,6.6,9039.0,Spotsylvania County,2020,51,177
2906,VA,110120.0,5.4,8148.0,Stafford County,2020,51,179
2907,VA,57872.0,11.6,738.0,Surry County,2020,51,181
2908,VA,48040.0,18.9,1579.0,Sussex County,2020,51,183
2909,VA,45214.0,16.4,6357.0,Tazewell County,2020,51,185
2910,VA,63797.0,10.1,4008.0,Warren County,2020,51,187
2911,VA,53785.0,13.2,6856.0,Washington County,2020,51,191
2912,VA,59343.0,12.9,2332.0,Westmoreland County,2020,51,193
2913,VA,41723.0,20.3,6984.0,Wise County,2020,51,195
2914,VA,54399.0,12.0,3400.0,Wythe County,2020,51,197
2915,VA,91711.0,4.7,3239.0,York County,2020,51,199
2916,VA,99763.0,8.0,12537.0,Alexandria city,2020,51,510
2917,VA,41444.0,17.2,2948.0,Bristol city,2020,51,520
2918,VA,48837.0,14.0,824.0,Buena Vista city,2020,51,530
2919,VA,70501.0,15.8,7088.0,Charlottesville city,2020,51,540
2920,VA,80402.0,7.6,18288.0,Chesapeake city,2020,51,550
2921,VA,67339.0,8.7,1483.0,Colonial Heights city,2020,51,570
2922,VA,40683.0,14.8,817.0,Covington city,2020,51,580
2923,VA,36560.0,22.1,8468.0,Danville city,2020,51,590
2924,VA,42895.0,19.1,959.0,Emporia city,2020,51,595
2925,VA,102828.0,7.2,1639.0,Fairfax city,2020,51,600
2926,VA,160305.0,3.3,488.0,Falls Church city,2020,51,610
2927,VA,47223.0,18.1,1392.0,Franklin city,2020,51,620
2928,VA,72437.0,12.2,3279.0,Fredericksburg city,2020,51,630
2929,VA,40271.0,18.8,1125.0,Galax city,2020,51,640
2930,VA,53719.0,13.4,17494.0,Hampton city,2020,51,650
2931,VA,52159.0,22.2,10113.0,Harrisonburg city,2020,51,660
2932,VA,41792.0,17.4,3823.0,Hopewell city,2020,51,670
2933,VA,63580.0,18.5,838.0,Lexington city,2020,51,678
2934,VA,56089.0,15.5,10926.0,Lynchburg city,2020,51,680
2935,VA,87804.0,7.9,3196.0,Manassas city,2020,51,683
2936,VA,82255.0,6.7,1194.0,Manassas Park city,2020,51,685
2937,VA,35715.0,21.3,2556.0,Martinsville city,2020,51,690
2938,VA,60048.0,14.5,24839.0,Newport News city,2020,51,700
2939,VA,51401.0,17.6,36765.0,Norfolk city,2020,51,710
2940,VA,36004.0,20.5,805.0,Norton city,2020,51,720
2941,VA,43190.0,20.8,6227.0,Petersburg city,2020,51,730
2942,VA,99310.0,4.7,571.0,Poquoson city,2020,51,735
2943,VA,52070.0,15.3,14093.0,Portsmouth city,2020,51,740
2944,VA,42938.0,24.6,3633.0,Radford city,2020,51,750
2945,VA,54815.0,17.9,39609.0,Richmond city,2020,51,760
2946,VA,49313.0,15.9,15511.0,Roanoke city,2020,51,770
2947,VA,70349.0,9.0,2087.0,Salem city,2020,51,775
2948,VA,51230.0,12.3,2987.0,Staunton city,2020,51,790
2949,VA,72264.0,9.0,8330.0,Suffolk city,2020,51,800
2950,VA,73961.0,8.1,35860.0,Virginia Beach city,2020,51,810
2951,VA,53635.0,11.3,2556.0,Waynesboro city,2020,51,820
2952,VA,60655.0,16.8,1847.0,Williamsburg city,2020,51,830
2953,VA,58295.0,13.2,3501.0,Winchester city,2020,51,840
2954,WA,56421.0,12.7,2515.0,Adams County,2020,53,001
2955,WA,53377.0,14.1,3176.0,Asotin County,2020,53,003
2956,WA,75882.0,9.1,18527.0,Benton County,2020,53,005
2957,WA,61546.0,8.3,6350.0,Chelan County,2020,53,007
2958,WA,54712.0,13.3,10194.0,Clallam County,2020,53,009
2959,WA,76929.0,8.7,42918.0,Clark County,2020,53,011
2960,WA,58220.0,12.6,502.0,Columbia County,2020,53,013
2961,WA,64357.0,11.9,13101.0,Cowlitz County,2020,53,015
2962,WA,64768.0,10.5,4539.0,Douglas County,2020,53,017
2963,WA,47722.0,18.4,1415.0,Ferry County,2020,53,019
2964,WA,73656.0,12.4,11608.0,Franklin County,2020,53,021
2965,WA,56804.0,11.4,257.0,Garfield County,2020,53,023
2966,WA,54753.0,13.6,13339.0,Grant County,2020,53,025
2967,WA,54034.0,15.1,11045.0,Grays Harbor County,2020,53,027
2968,WA,76965.0,6.5,5487.0,Island County,2020,53,029
2969,WA,66386.0,10.6,3391.0,Jefferson County,2020,53,031
2970,WA,102620.0,7.6,169478.0,King County,2020,53,033
2971,WA,76814.0,8.3,21851.0,Kitsap County,2020,53,035
2972,WA,64727.0,12.9,5962.0,Kittitas County,2020,53,037
2973,WA,57476.0,14.0,3150.0,Klickitat County,2020,53,039
2974,WA,54578.0,13.3,10817.0,Lewis County,2020,53,041
2975,WA,61332.0,11.4,1254.0,Lincoln County,2020,53,043
2976,WA,63785.0,12.6,8232.0,Mason County,2020,53,045
2977,WA,48979.0,19.8,8306.0,Okanogan County,2020,53,047
2978,WA,53319.0,13.6,3094.0,Pacific County,2020,53,049
2979,WA,57212.0,14.7,2054.0,Pend Oreille County,2020,53,051
2980,WA,80236.0,8.7,77361.0,Pierce County,2020,53,053
2981,WA,74533.0,9.6,1667.0,San Juan County,2020,53,055
2982,WA,78798.0,9.5,12300.0,Skagit County,2020,53,057
2983,WA,68501.0,10.6,1278.0,Skamania County,2020,53,059
2984,WA,93589.0,7.1,57832.0,Snohomish County,2020,53,061
2985,WA,60827.0,13.4,69001.0,Spokane County,2020,53,063
2986,WA,50958.0,15.0,6881.0,Stevens County,2020,53,065
2987,WA,79769.0,9.7,28058.0,Thurston County,2020,53,067
2988,WA,62099.0,10.7,478.0,Wahkiakum County,2020,53,069
2989,WA,61281.0,12.9,7320.0,Walla Walla County,2020,53,071
2990,WA,70463.0,11.7,26423.0,Whatcom County,2020,53,073
2991,WA,52066.0,15.7,6713.0,Whitman County,2020,53,075
2992,WA,56353.0,14.8,36781.0,Yakima County,2020,53,077
2993,WV,43773.0,20.8,3221.0,Barbour County,2020,54,001
2994,WV,67163.0,10.0,12137.0,Berkeley County,2020,54,003
2995,WV,49076.0,17.8,3700.0,Boone County,2020,54,005
2996,WV,47959.0,17.8,2356.0,Braxton County,2020,54,007
2997,WV,50381.0,11.9,2502.0,Brooke County,2020,54,009
2998,WV,44161.0,19.9,17499.0,Cabell County,2020,54,011
2999,WV,41726.0,20.0,1380.0,Calhoun County,2020,54,013
3000,WV,36537.0,23.3,1920.0,Clay County,2020,54,015
3001,WV,50445.0,17.0,1229.0,Doddridge County,2020,54,017
3002,WV,41964.0,20.8,8352.0,Fayette County,2020,54,019
3003,WV,41579.0,23.0,1384.0,Gilmer County,2020,54,021
3004,WV,45624.0,13.3,1508.0,Grant County,2020,54,023
3005,WV,40016.0,17.8,5987.0,Greenbrier County,2020,54,025
3006,WV,53333.0,13.7,3118.0,Hampshire County,2020,54,027
3007,WV,52305.0,12.0,3380.0,Hancock County,2020,54,029
3008,WV,47469.0,13.5,1824.0,Hardy County,2020,54,031
3009,WV,52075.0,13.6,8940.0,Harrison County,2020,54,033
3010,WV,52123.0,14.2,4000.0,Jackson County,2020,54,035
3011,WV,85779.0,7.8,4392.0,Jefferson County,2020,54,037
3012,WV,47830.0,15.7,27150.0,Kanawha County,2020,54,039
3013,WV,53471.0,13.9,2152.0,Lewis County,2020,54,041
3014,WV,40741.0,20.6,4093.0,Lincoln County,2020,54,043
3015,WV,38571.0,22.3,6875.0,Logan County,2020,54,045
3016,WV,26582.0,31.8,5325.0,McDowell County,2020,54,047
3017,WV,58878.0,13.2,7210.0,Marion County,2020,54,049
3018,WV,54028.0,13.7,4042.0,Marshall County,2020,54,051
3019,WV,44307.0,17.1,4378.0,Mason County,2020,54,053
3020,WV,42095.0,15.1,8583.0,Mercer County,2020,54,055
3021,WV,50300.0,13.8,3608.0,Mineral County,2020,54,057
3022,WV,32955.0,24.9,5676.0,Mingo County,2020,54,059
3023,WV,55836.0,15.2,15281.0,Monongalia County,2020,54,061
3024,WV,46879.0,15.3,2012.0,Monroe County,2020,54,063
3025,WV,57432.0,11.0,1938.0,Morgan County,2020,54,065
3026,WV,42725.0,19.0,4569.0,Nicholas County,2020,54,067
3027,WV,41312.0,18.1,7041.0,Ohio County,2020,54,069
3028,WV,47167.0,11.5,784.0,Pendleton County,2020,54,071
3029,WV,55313.0,13.0,875.0,Pleasants County,2020,54,073
3030,WV,41173.0,18.1,1418.0,Pocahontas County,2020,54,075
3031,WV,51757.0,15.7,4940.0,Preston County,2020,54,077
3032,WV,69175.0,9.9,5520.0,Putnam County,2020,54,079
3033,WV,44526.0,21.8,15070.0,Raleigh County,2020,54,081
3034,WV,48306.0,15.2,3936.0,Randolph County,2020,54,083
3035,WV,45066.0,16.4,1531.0,Ritchie County,2020,54,085
3036,WV,42379.0,20.7,2756.0,Roane County,2020,54,087
3037,WV,38692.0,21.1,2413.0,Summers County,2020,54,089
3038,WV,53587.0,13.7,2213.0,Taylor County,2020,54,091
3039,WV,44461.0,13.8,912.0,Tucker County,2020,54,093
3040,WV,46693.0,14.4,1216.0,Tyler County,2020,54,095
3041,WV,46171.0,17.1,3913.0,Upshur County,2020,54,097
3042,WV,45507.0,17.1,6644.0,Wayne County,2020,54,099
3043,WV,34396.0,23.7,1890.0,Webster County,2020,54,101
3044,WV,47322.0,15.9,2342.0,Wetzel County,2020,54,103
3045,WV,49504.0,18.0,1023.0,Wirt County,2020,54,105
3046,WV,47019.0,14.4,11757.0,Wood County,2020,54,107
3047,WV,39143.0,21.3,4260.0,Wyoming County,2020,54,109
3048,WI,52060.0,12.3,2389.0,Adams County,2020,55,001
3049,WI,52115.0,12.5,1845.0,Ashland County,2020,55,003
3050,WI,54963.0,10.0,4466.0,Barron County,2020,55,005
3051,WI,58218.0,11.0,1655.0,Bayfield County,2020,55,007
3052,WI,64905.0,8.5,21896.0,Brown County,2020,55,009
3053,WI,56643.0,8.0,1037.0,Buffalo County,2020,55,011
3054,WI,57888.0,10.7,1644.0,Burnett County,2020,55,013
3055,WI,79046.0,4.5,2267.0,Calumet County,2020,55,015
3056,WI,62841.0,9.4,5805.0,Chippewa County,2020,55,017
3057,WI,55808.0,13.1,4471.0,Clark County,2020,55,019
3058,WI,74776.0,6.9,3873.0,Columbia County,2020,55,021
3059,WI,53309.0,13.3,2026.0,Crawford County,2020,55,023
3060,WI,74829.0,9.6,51956.0,Dane County,2020,55,025
3061,WI,65540.0,7.2,5822.0,Dodge County,2020,55,027
3062,WI,61319.0,7.8,2159.0,Door County,2020,55,029
3063,WI,60898.0,10.0,4236.0,Douglas County,2020,55,031
3064,WI,61880.0,10.1,4267.0,Dunn County,2020,55,033
3065,WI,67409.0,9.8,9830.0,Eau Claire County,2020,55,035
3066,WI,50420.0,10.6,447.0,Florence County,2020,55,037
3067,WI,69280.0,7.6,7562.0,Fond du Lac County,2020,55,039
3068,WI,54555.0,12.0,1055.0,Forest County,2020,55,041
3069,WI,55779.0,12.0,5616.0,Grant County,2020,55,043
3070,WI,75666.0,7.4,2666.0,Green County,2020,55,045
3071,WI,61406.0,9.7,1819.0,Green Lake County,2020,55,047
3072,WI,75075.0,7.2,1695.0,Iowa County,2020,55,049
3073,WI,48614.0,11.2,624.0,Iron County,2020,55,051
3074,WI,57164.0,12.7,2460.0,Jackson County,2020,55,053
3075,WI,71772.0,7.3,6003.0,Jefferson County,2020,55,055
3076,WI,56025.0,11.9,3049.0,Juneau County,2020,55,057
3077,WI,70368.0,11.0,18137.0,Kenosha County,2020,55,059
3078,WI,69077.0,6.7,1355.0,Kewaunee County,2020,55,061
3079,WI,63298.0,10.0,11307.0,La Crosse County,2020,55,063
3080,WI,65235.0,8.8,1458.0,Lafayette County,2020,55,065
3081,WI,55259.0,10.7,2012.0,Langlade County,2020,55,067
3082,WI,61066.0,7.7,2062.0,Lincoln County,2020,55,069
3083,WI,62734.0,7.9,6126.0,Manitowoc County,2020,55,071
3084,WI,67074.0,6.7,8986.0,Marathon County,2020,55,073
3085,WI,56236.0,9.4,3738.0,Marinette County,2020,55,075
3086,WI,52450.0,10.3,1594.0,Marquette County,2020,55,077
3087,WI,41365.0,22.6,1012.0,Menominee County,2020,55,078
3088,WI,52281.0,19.0,175538.0,Milwaukee County,2020,55,079
3089,WI,63671.0,10.5,4767.0,Monroe County,2020,55,081
3090,WI,65981.0,7.6,2897.0,Oconto County,2020,55,083
3091,WI,59631.0,7.8,2749.0,Oneida County,2020,55,085
3092,WI,70727.0,6.6,12271.0,Outagamie County,2020,55,087
3093,WI,83274.0,4.3,3786.0,Ozaukee County,2020,55,089
3094,WI,65068.0,9.1,654.0,Pepin County,2020,55,091
3095,WI,80523.0,7.3,2901.0,Pierce County,2020,55,093
3096,WI,65258.0,8.9,3835.0,Polk County,2020,55,095
3097,WI,67228.0,8.3,5633.0,Portage County,2020,55,097
3098,WI,47172.0,11.2,1459.0,Price County,2020,55,099
3099,WI,66562.0,9.4,17971.0,Racine County,2020,55,101
3100,WI,53970.0,13.4,2282.0,Richland County,2020,55,103
3101,WI,66138.0,9.3,14946.0,Rock County,2020,55,105
3102,WI,50922.0,11.7,1619.0,Rusk County,2020,55,107
3103,WI,82797.0,4.9,4421.0,St. Croix County,2020,55,109
3104,WI,65746.0,8.1,5151.0,Sauk County,2020,55,111
3105,WI,50319.0,12.3,2013.0,Sawyer County,2020,55,113
3106,WI,58088.0,10.3,4147.0,Shawano County,2020,55,115
3107,WI,64104.0,7.6,8529.0,Sheboygan County,2020,55,117
3108,WI,55370.0,9.6,1920.0,Taylor County,2020,55,119
3109,WI,59749.0,7.3,2140.0,Trempealeau County,2020,55,121
3110,WI,56561.0,11.9,3642.0,Vernon County,2020,55,123
3111,WI,54619.0,9.7,2136.0,Vilas County,2020,55,125
3112,WI,67656.0,8.3,8418.0,Walworth County,2020,55,127
3113,WI,54132.0,10.4,1615.0,Washburn County,2020,55,129
3114,WI,81659.0,5.1,6937.0,Washington County,2020,55,131
3115,WI,92359.0,4.2,16952.0,Waukesha County,2020,55,133
3116,WI,67078.0,8.0,3920.0,Waupaca County,2020,55,135
3117,WI,58929.0,10.5,2417.0,Waushara County,2020,55,137
3118,WI,64653.0,8.7,14219.0,Winnebago County,2020,55,139
3119,WI,54154.0,9.4,6732.0,Wood County,2020,55,141
3120,WY,59179.0,15.3,5635.0,Albany County,2020,56,001
3121,WY,54684.0,11.5,1311.0,Big Horn County,2020,56,003
3122,WY,85022.0,7.3,3340.0,Campbell County,2020,56,005
3123,WY,66589.0,10.4,1453.0,Carbon County,2020,56,007
3124,WY,79304.0,8.2,1120.0,Converse County,2020,56,009
3125,WY,67443.0,7.3,551.0,Crook County,2020,56,011
3126,WY,52010.0,15.0,5772.0,Fremont County,2020,56,013
3127,WY,51398.0,12.8,1535.0,Goshen County,2020,56,015
3128,WY,48864.0,10.9,473.0,Hot Springs County,2020,56,017
3129,WY,62671.0,8.9,757.0,Johnson County,2020,56,019
3130,WY,69450.0,7.4,7242.0,Laramie County,2020,56,021
3131,WY,73062.0,6.9,1395.0,Lincoln County,2020,56,023
3132,WY,65901.0,9.4,7420.0,Natrona County,2020,56,025
3133,WY,52837.0,12.6,255.0,Niobrara County,2020,56,027
3134,WY,63093.0,8.2,2368.0,Park County,2020,56,029
3135,WY,60178.0,9.9,835.0,Platte County,2020,56,031
3136,WY,59947.0,9.5,2839.0,Sheridan County,2020,56,033
3137,WY,82442.0,6.2,610.0,Sublette County,2020,56,035
3138,WY,70583.0,7.6,3187.0,Sweetwater County,2020,56,037
3139,WY,92488.0,5.2,1207.0,Teton County,2020,56,039
3140,WY,71246.0,8.5,1697.0,Uinta County,2020,56,041
3141,WY,58532.0,9.7,739.0,Washakie County,2020,56,043
3142,WY,58901.0,10.6,679.0,Weston County,2020,56,045
