,state_abbrev,med_inc,pov_rate,pov_count,county,time,state,fips_county
0,AL,67565.0,11.2,6242.0,Autauga County,2020,1,001
1,AL,71135.0,8.9,20189.0,Baldwin County,2020,1,003
2,AL,38866.0,25.5,5548.0,Barbour County,2020,1,005
3,AL,50907.0,17.8,3549.0,Bibb County,2020,1,007
4,AL,55203.0,13.1,7525.0,Blount County,2020,1,009
5,AL,33124.0,30.8,2552.0,Bullock County,2020,1,011
6,AL,42268.0,20.6,3954.0,Butler County,2020,1,013
7,AL,50259.0,14.5,15915.0,Calhoun County,2020,1,015
8,AL,39318.0,16.3,5266.0,Chambers County,2020,1,017
9,AL,50388.0,14.7,3827.0,Cherokee County,2020,1,019
10,AL,52693.0,13.9,6094.0,Chilton County,2020,1,021
11,AL,41649.0,20.4,2506.0,Choctaw County,2020,1,023
12,AL,44178.0,19.5,4471.0,Clarke County,2020,1,025
13,AL,44763.0,14.2,1818.0,Clay County,2020,1,027
14,AL,50134.0,14.2,2099.0,Cleburne County,2020,1,029
15,AL,54203.0,13.9,7303.0,Coffee County,2020,1,031
16,AL,54185.0,14.4,7864.0,Colbert County,2020,1,033
17,AL,34664.0,22.9,2701.0,Conecuh County,2020,1,035
18,AL,46509.0,17.4,1808.0,Coosa County,2020,1,037
19,AL,43544.0,17.1,6219.0,Covington County,2020,1,039
20,AL,45927.0,16.8,2262.0,Crenshaw County,2020,1,041
21,AL,51844.0,12.5,10381.0,Cullman County,2020,1,043
22,AL,48493.0,15.5,7440.0,Dale County,2020,1,045
23,AL,37679.0,26.7,9471.0,Dallas County,2020,1,047
24,AL,47156.0,15.2,10778.0,DeKalb County,2020,1,049
25,AL,62524.0,11.5,8972.0,Elmore County,2020,1,051
26,AL,41212.0,20.4,6892.0,Escambia County,2020,1,053
27,AL,47872.0,15.6,15650.0,Etowah County,2020,1,055
28,AL,45937.0,16.5,2640.0,Fayette County,2020,1,057
29,AL,40448.0,17.2,5357.0,Franklin County,2020,1,059
30,AL,39882.0,21.0,5492.0,Geneva County,2020,1,061
31,AL,33609.0,27.9,2210.0,Greene County,2020,1,063
32,AL,41836.0,21.9,3166.0,Hale County,2020,1,065
33,AL,51126.0,16.2,2743.0,Henry County,2020,1,067
34,AL,54391.0,14.8,15534.0,Houston County,2020,1,069
35,AL,46606.0,15.3,7777.0,Jackson County,2020,1,071
36,AL,57802.0,14.4,92310.0,Jefferson County,2020,1,073
37,AL,40204.0,17.4,2348.0,Lamar County,2020,1,075
38,AL,52293.0,13.9,12630.0,Lauderdale County,2020,1,077
39,AL,48924.0,15.4,5005.0,Lawrence County,2020,1,079
40,AL,58963.0,17.9,28901.0,Lee County,2020,1,081
41,AL,70850.0,10.4,10285.0,Limestone County,2020,1,083
42,AL,37499.0,21.9,2083.0,Lowndes County,2020,1,085
43,AL,37736.0,27.9,4543.0,Macon County,2020,1,087
44,AL,67810.0,10.5,39100.0,Madison County,2020,1,089
45,AL,43198.0,18.3,3370.0,Marengo County,2020,1,091
46,AL,44333.0,16.8,4843.0,Marion County,2020,1,093
47,AL,51417.0,15.4,14754.0,Marshall County,2020,1,095
48,AL,50871.0,17.6,71398.0,Mobile County,2020,1,097
49,AL,38812.0,22.5,4552.0,Monroe County,2020,1,099
50,AL,49607.0,20.4,44058.0,Montgomery County,2020,1,101
51,AL,55688.0,14.4,16995.0,Morgan County,2020,1,103
52,AL,33712.0,30.7,2443.0,Perry County,2020,1,105
53,AL,41870.0,22.7,4050.0,Pickens County,2020,1,107
54,AL,43141.0,19.7,6101.0,Pike County,2020,1,109
55,AL,46679.0,17.5,3933.0,Randolph County,2020,1,111
56,AL,40821.0,20.3,11702.0,Russell County,2020,1,113
57,AL,61973.0,10.5,9384.0,St. Clair County,2020,1,115
58,AL,88444.0,7.0,15227.0,Shelby County,2020,1,117
59,AL,32275.0,29.2,3338.0,Sumter County,2020,1,119
60,AL,44802.0,16.9,12958.0,Talladega County,2020,1,121
61,AL,46654.0,15.2,6004.0,Tallapoosa County,2020,1,123
62,AL,56610.0,14.4,28776.0,Tuscaloosa County,2020,1,125
63,AL,46519.0,16.4,10219.0,Walker County,2020,1,127
64,AL,36346.0,17.5,2769.0,Washington County,2020,1,129
65,AL,31909.0,22.2,2240.0,Wilcox County,2020,1,131
66,AL,46453.0,17.4,4036.0,Winston County,2020,1,133
67,AK,79128.0,15.1,514.0,Aleutians East Borough,2020,2,013
68,AK,92216.0,8.1,443.0,Aleutians West Census Area,2020,2,016
69,AK,84577.0,8.3,23200.0,Anchorage Borough,2020,2,020
70,AK,52214.0,25.3,4567.0,Bethel Census Area,2020,2,050
71,AK,87032.0,10.7,82.0,Bristol Bay Borough,2020,2,060
72,AK,84063.0,7.0,441.0,Chugach Census Area,2020,2,063
73,AK,61215.0,12.7,368.0,Copper River Census Area,2020,2,066
74,AK,80192.0,6.4,127.0,Denali Borough,2020,2,068
75,AK,72334.0,18.7,894.0,Dillingham Census Area,2020,2,070
76,AK,76650.0,7.2,6565.0,Fairbanks North Star Borough,2020,2,090
77,AK,105044.0,9.6,251.0,Haines Borough,2020,2,100
78,AK,55593.0,12.7,271.0,Hoonah-Angoon Census Area,2020,2,105
79,AK,89204.0,8.1,2510.0,Juneau Borough,2020,2,110
80,AK,68448.0,10.6,6171.0,Kenai Peninsula Borough,2020,2,122
81,AK,76780.0,8.3,1127.0,Ketchikan Gateway Borough,2020,2,130
82,AK,72028.0,7.5,957.0,Kodiak Island Borough,2020,2,150
83,AK,37566.0,27.9,2305.0,Kusilvak Census Area,2020,2,158
84,AK,54386.0,17.6,261.0,Lake and Peninsula Borough,2020,2,164
85,AK,89502.0,8.7,9365.0,Matanuska-Susitna Borough,2020,2,170
86,AK,64309.0,18.8,1825.0,Nome Census Area,2020,2,180
87,AK,94759.0,11.1,1025.0,North Slope Borough,2020,2,185
88,AK,65194.0,18.5,1397.0,Northwest Arctic Borough,2020,2,188
89,AK,66096.0,7.4,242.0,Petersburg Borough,2020,2,195
90,AK,53638.0,15.9,975.0,Prince of Wales-Hyder Census Area,2020,2,198
91,AK,79363.0,7.4,609.0,Sitka Borough,2020,2,220
92,AK,78421.0,3.8,45.0,Skagway Municipality,2020,2,230
93,AK,64544.0,11.7,805.0,Southeast Fairbanks Census Area,2020,2,240
94,AK,64643.0,10.6,264.0,Wrangell City and Borough,2020,2,275
95,AK,68352.0,12.4,79.0,Yakutat Borough,2020,2,282
96,AK,43060.0,20.5,1029.0,Yukon-Koyukuk Census Area,2020,2,290
97,AZ,36319.0,32.4,22939.0,Apache County,2020,4,001
98,AZ,51171.0,14.6,17815.0,Cochise County,2020,4,003
99,AZ,57146.0,17.2,22540.0,Coconino County,2020,4,005
100,AZ,49280.0,16.7,8911.0,Gila County,2020,4,007
101,AZ,55419.0,15.2,5523.0,Graham County,2020,4,009
102,AZ,67530.0,8.4,776.0,Greenlee County,2020,4,011
103,AZ,41637.0,20.8,4405.0,La Paz County,2020,4,012
104,AZ,71799.0,11.6,520797.0,Maricopa County,2020,4,013
105,AZ,46678.0,15.3,32550.0,Mohave County,2020,4,015
106,AZ,46698.0,23.3,25532.0,Navajo County,2020,4,017
107,AZ,56551.0,14.9,154790.0,Pima County,2020,4,019
108,AZ,66992.0,11.1,50810.0,Pinal County,2020,4,021
109,AZ,44402.0,16.8,7810.0,Santa Cruz County,2020,4,023
110,AZ,58860.0,10.8,25610.0,Yavapai County,2020,4,025
111,AZ,54278.0,15.2,31745.0,Yuma County,2020,4,027
112,AR,51186.0,17.2,2940.0,Arkansas County,2020,5,001
113,AR,44677.0,17.1,3279.0,Ashley County,2020,5,003
114,AR,44833.0,14.4,6013.0,Baxter County,2020,5,005
115,AR,78678.0,9.1,25970.0,Benton County,2020,5,007
116,AR,48153.0,14.1,5255.0,Boone County,2020,5,009
117,AR,41578.0,20.6,2156.0,Bradley County,2020,5,011
118,AR,50865.0,16.2,798.0,Calhoun County,2020,5,013
119,AR,45397.0,14.1,3935.0,Carroll County,2020,5,015
120,AR,35992.0,26.8,2467.0,Chicot County,2020,5,017
121,AR,46464.0,20.1,3830.0,Clark County,2020,5,019
122,AR,43723.0,18.1,2577.0,Clay County,2020,5,021
123,AR,49964.0,14.5,3563.0,Cleburne County,2020,5,023
124,AR,57697.0,13.8,1086.0,Cleveland County,2020,5,025
125,AR,44925.0,18.3,3857.0,Columbia County,2020,5,027
126,AR,47049.0,15.8,3273.0,Conway County,2020,5,029
127,AR,51797.0,16.8,18130.0,Craighead County,2020,5,031
128,AR,54534.0,14.4,9012.0,Crawford County,2020,5,033
129,AR,47545.0,22.9,10671.0,Crittenden County,2020,5,035
130,AR,40587.0,21.2,3357.0,Cross County,2020,5,037
131,AR,34649.0,19.5,1244.0,Dallas County,2020,5,039
132,AR,37421.0,22.8,2507.0,Desha County,2020,5,041
133,AR,46787.0,18.4,3152.0,Drew County,2020,5,043
134,AR,57367.0,12.0,14653.0,Faulkner County,2020,5,045
135,AR,47256.0,15.3,2692.0,Franklin County,2020,5,047
136,AR,39839.0,17.0,2077.0,Fulton County,2020,5,049
137,AR,46459.0,15.7,15359.0,Garland County,2020,5,051
138,AR,62077.0,9.9,1809.0,Grant County,2020,5,053
139,AR,53821.0,17.1,7696.0,Greene County,2020,5,055
140,AR,42790.0,18.7,3914.0,Hempstead County,2020,5,057
141,AR,49582.0,14.9,4709.0,Hot Spring County,2020,5,059
142,AR,40566.0,16.7,2150.0,Howard County,2020,5,061
143,AR,50834.0,15.0,5499.0,Independence County,2020,5,063
144,AR,41787.0,20.1,2539.0,Izard County,2020,5,065
145,AR,40789.0,23.1,3344.0,Jackson County,2020,5,067
146,AR,40588.0,18.9,11303.0,Jefferson County,2020,5,069
147,AR,39439.0,17.3,4465.0,Johnson County,2020,5,071
148,AR,40007.0,19.8,1289.0,Lafayette County,2020,5,073
149,AR,41188.0,19.2,3006.0,Lawrence County,2020,5,075
150,AR,32502.0,36.8,2527.0,Lee County,2020,5,077
151,AR,47903.0,23.6,2223.0,Lincoln County,2020,5,079
152,AR,47125.0,16.2,1943.0,Little River County,2020,5,081
153,AR,43577.0,15.8,3308.0,Logan County,2020,5,083
154,AR,59623.0,10.9,7974.0,Lonoke County,2020,5,085
155,AR,45144.0,16.9,2797.0,Madison County,2020,5,087
156,AR,39888.0,19.1,3165.0,Marion County,2020,5,089
157,AR,43634.0,19.2,8050.0,Miller County,2020,5,091
158,AR,47892.0,21.0,8235.0,Mississippi County,2020,5,093
159,AR,35833.0,23.8,1543.0,Monroe County,2020,5,095
160,AR,42751.0,18.8,1666.0,Montgomery County,2020,5,097
161,AR,41854.0,19.1,1512.0,Nevada County,2020,5,099
162,AR,40698.0,18.7,1406.0,Newton County,2020,5,101
163,AR,46374.0,20.5,4669.0,Ouachita County,2020,5,103
164,AR,46317.0,14.7,1506.0,Perry County,2020,5,105
165,AR,35167.0,22.1,3767.0,Phillips County,2020,5,107
166,AR,43133.0,18.6,1932.0,Pike County,2020,5,109
167,AR,36150.0,21.2,4857.0,Poinsett County,2020,5,111
168,AR,42915.0,18.1,3538.0,Polk County,2020,5,113
169,AR,46350.0,14.1,8552.0,Pope County,2020,5,115
170,AR,48478.0,14.5,1137.0,Prairie County,2020,5,117
171,AR,56171.0,15.3,59031.0,Pulaski County,2020,5,119
172,AR,46495.0,16.3,2912.0,Randolph County,2020,5,121
173,AR,37759.0,30.1,6199.0,St. Francis County,2020,5,123
174,AR,70550.0,8.2,10057.0,Saline County,2020,5,125
175,AR,41230.0,17.5,1756.0,Scott County,2020,5,127
176,AR,33814.0,22.3,1732.0,Searcy County,2020,5,129
177,AR,48627.0,16.8,21137.0,Sebastian County,2020,5,131
178,AR,45838.0,16.7,2755.0,Sevier County,2020,5,133
179,AR,40437.0,18.1,3110.0,Sharp County,2020,5,135
180,AR,36148.0,20.1,2513.0,Stone County,2020,5,137
181,AR,47857.0,16.9,6381.0,Union County,2020,5,139
182,AR,42345.0,16.4,2674.0,Van Buren County,2020,5,141
183,AR,57712.0,13.2,30994.0,Washington County,2020,5,143
184,AR,43765.0,14.8,11176.0,White County,2020,5,145
185,AR,37634.0,22.6,1386.0,Woodruff County,2020,5,147
186,AR,48728.0,14.3,2971.0,Yell County,2020,5,149
187,CA,113518.0,8.6,139636.0,Alameda County,2020,6,001
188,CA,64542.0,14.3,159.0,Alpine County,2020,6,003
189,CA,68141.0,10.3,3678.0,Amador County,2020,6,005
190,CA,54718.0,17.3,35963.0,Butte County,2020,6,007
191,CA,66329.0,11.6,5310.0,Calaveras County,2020,6,009
192,CA,59422.0,10.3,2200.0,Colusa County,2020,6,011
193,CA,106484.0,7.2,82136.0,Contra Costa County,2020,6,013
194,CA,47442.0,18.5,4604.0,Del Norte County,2020,6,015
195,CA,87792.0,8.4,15992.0,El Dorado County,2020,6,017
196,CA,61401.0,17.1,168153.0,Fresno County,2020,6,019
197,CA,57779.0,12.4,3470.0,Glenn County,2020,6,021
198,CA,56071.0,15.8,20847.0,Humboldt County,2020,6,023
199,CA,47599.0,18.1,31134.0,Imperial County,2020,6,025
200,CA,55981.0,10.9,1940.0,Inyo County,2020,6,027
201,CA,58583.0,18.3,159609.0,Kern County,2020,6,029
202,CA,60319.0,14.5,19874.0,Kings County,2020,6,031
203,CA,52345.0,15.9,10131.0,Lake County,2020,6,033
204,CA,63803.0,15.5,3555.0,Lassen County,2020,6,035
205,CA,75624.0,13.2,1289368.0,Los Angeles County,2020,6,037
206,CA,68744.0,14.1,21211.0,Madera County,2020,6,039
207,CA,127601.0,6.0,15119.0,Marin County,2020,6,041
208,CA,56887.0,13.3,2258.0,Mariposa County,2020,6,043
209,CA,53176.0,14.3,12099.0,Mendocino County,2020,6,045
210,CA,58998.0,16.3,44302.0,Merced County,2020,6,047
211,CA,46838.0,17.9,1529.0,Modoc County,2020,6,049
212,CA,73204.0,9.0,1285.0,Mono County,2020,6,051
213,CA,85031.0,11.6,47870.0,Monterey County,2020,6,053
214,CA,92149.0,7.9,10356.0,Napa County,2020,6,055
215,CA,74158.0,9.2,9040.0,Nevada County,2020,6,057
216,CA,98786.0,9.0,280128.0,Orange County,2020,6,059
217,CA,100662.0,6.5,25815.0,Placer County,2020,6,061
218,CA,58489.0,13.5,2509.0,Plumas County,2020,6,063
219,CA,76409.0,11.2,275176.0,Riverside County,2020,6,065
220,CA,72953.0,12.5,192386.0,Sacramento County,2020,6,067
221,CA,91185.0,7.9,5025.0,San Benito County,2020,6,069
222,CA,65984.0,14.3,308021.0,San Bernardino County,2020,6,071
223,CA,87126.0,9.5,306807.0,San Diego County,2020,6,073
224,CA,121722.0,10.0,85356.0,San Francisco County,2020,6,075
225,CA,70685.0,13.9,104295.0,San Joaquin County,2020,6,077
226,CA,79455.0,10.6,28338.0,San Luis Obispo County,2020,6,079
227,CA,132369.0,5.5,41158.0,San Mateo County,2020,6,081
228,CA,86136.0,10.5,44777.0,Santa Barbara County,2020,6,083
229,CA,139462.0,6.6,123516.0,Santa Clara County,2020,6,085
230,CA,93015.0,10.7,27524.0,Santa Cruz County,2020,6,087
231,CA,59108.0,13.9,24570.0,Shasta County,2020,6,089
232,CA,59422.0,11.5,331.0,Sierra County,2020,6,091
233,CA,49441.0,14.3,6086.0,Siskiyou County,2020,6,093
234,CA,83678.0,9.3,40283.0,Solano County,2020,6,095
235,CA,87366.0,7.8,37609.0,Sonoma County,2020,6,097
236,CA,64501.0,13.0,70568.0,Stanislaus County,2020,6,099
237,CA,65791.0,11.5,10984.0,Sutter County,2020,6,101
238,CA,61571.0,13.3,8467.0,Tehama County,2020,6,103
239,CA,45113.0,18.0,2162.0,Trinity County,2020,6,105
240,CA,62058.0,17.1,79348.0,Tulare County,2020,6,107
241,CA,63336.0,12.1,6158.0,Tuolumne County,2020,6,109
242,CA,90961.0,9.1,75060.0,Ventura County,2020,6,111
243,CA,80668.0,14.8,31066.0,Yolo County,2020,6,113
244,CA,56278.0,16.3,12816.0,Yuba County,2020,6,115
245,CO,73615.0,9.4,48180.0,Adams County,2020,8,001
246,CO,50390.0,16.7,2563.0,Alamosa County,2020,8,003
247,CO,82381.0,7.0,45760.0,Arapahoe County,2020,8,005
248,CO,63961.0,9.4,1319.0,Archuleta County,2020,8,007
249,CO,42531.0,16.9,585.0,Baca County,2020,8,009
250,CO,50688.0,26.6,1033.0,Bent County,2020,8,011
251,CO,88289.0,9.5,30205.0,Boulder County,2020,8,013
252,CO,106263.0,4.2,2983.0,Broomfield County,2020,8,014
253,CO,64220.0,9.6,1844.0,Chaffee County,2020,8,015
254,CO,56383.0,12.3,214.0,Cheyenne County,2020,8,017
255,CO,79422.0,7.3,695.0,Clear Creek County,2020,8,019
256,CO,39822.0,17.6,1422.0,Conejos County,2020,8,021
257,CO,35639.0,21.8,854.0,Costilla County,2020,8,023
258,CO,36836.0,37.2,1118.0,Crowley County,2020,8,025
259,CO,60485.0,12.2,611.0,Custer County,2020,8,027
260,CO,53553.0,12.1,3690.0,Delta County,2020,8,029
261,CO,75355.0,12.4,89598.0,Denver County,2020,8,031
262,CO,50821.0,12.5,262.0,Dolores County,2020,8,033
263,CO,122290.0,3.0,10942.0,Douglas County,2020,8,035
264,CO,94309.0,6.4,3517.0,Eagle County,2020,8,037
265,CO,107139.0,4.8,1304.0,Elbert County,2020,8,039
266,CO,72459.0,9.1,64656.0,El Paso County,2020,8,041
267,CO,52414.0,15.2,6083.0,Fremont County,2020,8,043
268,CO,79958.0,6.7,3965.0,Garfield County,2020,8,045
269,CO,79622.0,6.6,408.0,Gilpin County,2020,8,047
270,CO,74484.0,6.8,1071.0,Grand County,2020,8,049
271,CO,68214.0,9.6,1595.0,Gunnison County,2020,8,051
272,CO,63034.0,7.2,58.0,Hinsdale County,2020,8,053
273,CO,49502.0,19.9,1337.0,Huerfano County,2020,8,055
274,CO,55430.0,11.6,161.0,Jackson County,2020,8,057
275,CO,90097.0,6.1,34963.0,Jefferson County,2020,8,059
276,CO,49179.0,12.0,173.0,Kiowa County,2020,8,061
277,CO,54642.0,10.8,764.0,Kit Carson County,2020,8,063
278,CO,61518.0,10.6,831.0,Lake County,2020,8,065
279,CO,66080.0,10.0,5447.0,La Plata County,2020,8,067
280,CO,80344.0,9.9,34579.0,Larimer County,2020,8,069
281,CO,46281.0,16.4,2245.0,Las Animas County,2020,8,071
282,CO,50169.0,15.6,727.0,Lincoln County,2020,8,073
283,CO,55717.0,13.1,2420.0,Logan County,2020,8,075
284,CO,64141.0,11.1,16752.0,Mesa County,2020,8,077
285,CO,58004.0,8.7,67.0,Mineral County,2020,8,079
286,CO,63128.0,9.9,1290.0,Moffat County,2020,8,081
287,CO,54053.0,12.9,3374.0,Montezuma County,2020,8,083
288,CO,59764.0,10.4,4477.0,Montrose County,2020,8,085
289,CO,63297.0,10.5,2969.0,Morgan County,2020,8,087
290,CO,46235.0,17.6,3116.0,Otero County,2020,8,089
291,CO,74492.0,6.7,333.0,Ouray County,2020,8,091
292,CO,77598.0,7.8,1476.0,Park County,2020,8,093
293,CO,57385.0,10.2,440.0,Phillips County,2020,8,095
294,CO,93634.0,6.4,1136.0,Pitkin County,2020,8,097
295,CO,47463.0,16.2,1910.0,Prowers County,2020,8,099
296,CO,50885.0,14.1,23367.0,Pueblo County,2020,8,101
297,CO,64039.0,9.8,597.0,Rio Blanco County,2020,8,103
298,CO,51416.0,13.3,1475.0,Rio Grande County,2020,8,105
299,CO,82330.0,6.3,1595.0,Routt County,2020,8,107
300,CO,56012.0,18.6,1284.0,Saguache County,2020,8,109
301,CO,54387.0,11.3,84.0,San Juan County,2020,8,111
302,CO,77099.0,7.6,611.0,San Miguel County,2020,8,113
303,CO,43354.0,13.2,294.0,Sedgwick County,2020,8,115
304,CO,91079.0,6.1,1866.0,Summit County,2020,8,117
305,CO,62845.0,7.3,1856.0,Teller County,2020,8,119
306,CO,59174.0,11.8,551.0,Washington County,2020,8,121
307,CO,77937.0,8.9,29123.0,Weld County,2020,8,123
308,CO,82124.0,11.5,1124.0,Yuma County,2020,8,125
309,CT,98828.0,8.8,81309.0,Fairfield County,2020,9,001
310,CT,73476.0,10.7,92518.0,Hartford County,2020,9,003
311,CT,79512.0,7.4,13160.0,Litchfield County,2020,9,005
312,CT,89970.0,7.7,12020.0,Middlesex County,2020,9,007
313,CT,72517.0,11.2,92869.0,New Haven County,2020,9,009
314,CT,77202.0,8.0,20478.0,New London County,2020,9,011
315,CT,87247.0,6.9,9362.0,Tolland County,2020,9,013
316,CT,66349.0,10.4,11719.0,Windham County,2020,9,015
317,DE,61538.0,13.0,23168.0,Kent County,2020,10,001
318,DE,75145.0,10.1,55026.0,New Castle County,2020,10,003
319,DE,69829.0,11.0,26206.0,Sussex County,2020,10,005
320,DC,91957.0,15.0,101959.0,District of Columbia,2020,11,001
321,FL,51995.0,17.2,44315.0,Alachua County,2020,12,001
322,FL,61514.0,12.8,3416.0,Baker County,2020,12,003
323,FL,61332.0,12.4,20719.0,Bay County,2020,12,005
324,FL,48260.0,17.5,4242.0,Bradford County,2020,12,007
325,FL,65871.0,9.9,59282.0,Brevard County,2020,12,009
326,FL,63901.0,11.0,214119.0,Broward County,2020,12,011
327,FL,43994.0,20.3,2512.0,Calhoun County,2020,12,013
328,FL,58368.0,9.8,18781.0,Charlotte County,2020,12,015
329,FL,48574.0,12.6,18933.0,Citrus County,2020,12,017
330,FL,72520.0,8.9,19482.0,Clay County,2020,12,019
331,FL,81895.0,10.1,39254.0,Collier County,2020,12,021
332,FL,46670.0,15.6,10444.0,Columbia County,2020,12,023
333,FL,45807.0,20.8,7387.0,DeSoto County,2020,12,027
334,FL,41450.0,23.2,3538.0,Dixie County,2020,12,029
335,FL,55202.0,15.2,143438.0,Duval County,2020,12,031
336,FL,57089.0,13.5,41047.0,Escambia County,2020,12,033
337,FL,67054.0,9.4,11058.0,Flagler County,2020,12,035
338,FL,47206.0,19.1,1998.0,Franklin County,2020,12,037
339,FL,42698.0,21.9,9356.0,Gadsden County,2020,12,039
340,FL,52000.0,14.5,2555.0,Gilchrist County,2020,12,041
341,FL,45328.0,18.1,2302.0,Glades County,2020,12,043
342,FL,51593.0,15.1,1977.0,Gulf County,2020,12,045
343,FL,41871.0,24.2,2846.0,Hamilton County,2020,12,047
344,FL,46264.0,21.2,5373.0,Hardee County,2020,12,049
345,FL,45652.0,22.9,9651.0,Hendry County,2020,12,051
346,FL,52108.0,12.5,24571.0,Hernando County,2020,12,053
347,FL,48922.0,16.1,16905.0,Highlands County,2020,12,055
348,FL,65272.0,11.9,175650.0,Hillsborough County,2020,12,057
349,FL,41969.0,20.5,3651.0,Holmes County,2020,12,059
350,FL,72934.0,8.7,13959.0,Indian River County,2020,12,061
351,FL,44108.0,19.5,7738.0,Jackson County,2020,12,063
352,FL,54354.0,17.2,2281.0,Jefferson County,2020,12,065
353,FL,41635.0,20.7,1494.0,Lafayette County,2020,12,067
354,FL,58501.0,9.2,34282.0,Lake County,2020,12,069
355,FL,66140.0,10.5,81863.0,Lee County,2020,12,071
356,FL,61403.0,17.6,49598.0,Leon County,2020,12,073
357,FL,41894.0,16.9,7055.0,Levy County,2020,12,075
358,FL,46734.0,21.2,1342.0,Liberty County,2020,12,077
359,FL,41650.0,23.8,3969.0,Madison County,2020,12,079
360,FL,63328.0,10.9,44512.0,Manatee County,2020,12,081
361,FL,48553.0,15.3,55608.0,Marion County,2020,12,083
362,FL,72736.0,11.1,17627.0,Martin County,2020,12,085
363,FL,59259.0,15.0,399797.0,Miami-Dade County,2020,12,086
364,FL,68584.0,10.2,7404.0,Monroe County,2020,12,087
365,FL,75123.0,8.1,7348.0,Nassau County,2020,12,089
366,FL,65977.0,9.6,19813.0,Okaloosa County,2020,12,091
367,FL,48028.0,17.7,6933.0,Okeechobee County,2020,12,093
368,FL,69074.0,12.7,174206.0,Orange County,2020,12,095
369,FL,63018.0,11.8,45150.0,Osceola County,2020,12,097
370,FL,68200.0,12.0,178480.0,Palm Beach County,2020,12,099
371,FL,52332.0,11.4,64340.0,Pasco County,2020,12,101
372,FL,61532.0,11.1,106309.0,Pinellas County,2020,12,103
373,FL,54591.0,14.4,104836.0,Polk County,2020,12,105
374,FL,36527.0,24.3,17792.0,Putnam County,2020,12,107
375,FL,94343.0,8.1,22314.0,St. Johns County,2020,12,109
376,FL,59023.0,13.8,45996.0,St. Lucie County,2020,12,111
377,FL,71583.0,9.4,17152.0,Santa Rosa County,2020,12,113
378,FL,66138.0,8.7,37949.0,Sarasota County,2020,12,115
379,FL,71930.0,8.0,37499.0,Seminole County,2020,12,117
380,FL,60278.0,12.3,16128.0,Sumter County,2020,12,119
381,FL,46264.0,17.7,7489.0,Suwannee County,2020,12,121
382,FL,45527.0,19.3,3680.0,Taylor County,2020,12,123
383,FL,49313.0,20.7,2139.0,Union County,2020,12,125
384,FL,55463.0,11.6,63322.0,Volusia County,2020,12,127
385,FL,64671.0,10.3,3204.0,Wakulla County,2020,12,129
386,FL,74108.0,11.4,8470.0,Walton County,2020,12,131
387,FL,44661.0,20.4,4763.0,Washington County,2020,12,133
388,GA,44871.0,19.9,3550.0,Appling County,2020,13,001
389,GA,39633.0,21.6,1801.0,Atkinson County,2020,13,003
390,GA,41756.0,21.1,2261.0,Bacon County,2020,13,005
391,GA,43696.0,23.7,701.0,Baker County,2020,13,007
392,GA,49350.0,22.6,8910.0,Baldwin County,2020,13,009
393,GA,62836.0,11.6,2245.0,Banks County,2020,13,011
394,GA,64460.0,10.1,8629.0,Barrow County,2020,13,013
395,GA,64980.0,10.2,10991.0,Bartow County,2020,13,015
396,GA,39305.0,22.3,3636.0,Ben Hill County,2020,13,017
397,GA,45094.0,18.9,3610.0,Berrien County,2020,13,019
398,GA,44467.0,28.0,40946.0,Bibb County,2020,13,021
399,GA,51448.0,18.5,2134.0,Bleckley County,2020,13,023
400,GA,39256.0,17.8,3386.0,Brantley County,2020,13,025
401,GA,42973.0,20.6,3140.0,Brooks County,2020,13,027
402,GA,81890.0,8.0,3249.0,Bryan County,2020,13,029
403,GA,48629.0,20.7,15342.0,Bulloch County,2020,13,031
404,GA,44870.0,20.0,4455.0,Burke County,2020,13,033
405,GA,52720.0,20.8,4651.0,Butts County,2020,13,035
406,GA,37984.0,34.4,1555.0,Calhoun County,2020,13,037
407,GA,67525.0,9.4,5021.0,Camden County,2020,13,039
408,GA,42583.0,20.1,2143.0,Candler County,2020,13,043
409,GA,64554.0,16.8,19693.0,Carroll County,2020,13,045
410,GA,61906.0,10.1,6796.0,Catoosa County,2020,13,047
411,GA,46061.0,25.5,2781.0,Charlton County,2020,13,049
412,GA,56357.0,15.6,43011.0,Chatham County,2020,13,051
413,GA,51811.0,15.6,1222.0,Chattahoochee County,2020,13,053
414,GA,44399.0,18.8,4431.0,Chattooga County,2020,13,055
415,GA,90675.0,6.7,17630.0,Cherokee County,2020,13,057
416,GA,46693.0,24.6,28845.0,Clarke County,2020,13,059
417,GA,35937.0,24.1,675.0,Clay County,2020,13,061
418,GA,49370.0,16.8,48136.0,Clayton County,2020,13,063
419,GA,43088.0,20.4,1326.0,Clinch County,2020,13,065
420,GA,81517.0,9.2,69097.0,Cobb County,2020,13,067
421,GA,44520.0,23.1,9184.0,Coffee County,2020,13,069
422,GA,41673.0,20.4,9078.0,Colquitt County,2020,13,071
423,GA,87489.0,6.7,10629.0,Columbia County,2020,13,073
424,GA,35225.0,19.5,3340.0,Cook County,2020,13,075
425,GA,84121.0,8.6,12862.0,Coweta County,2020,13,077
426,GA,48184.0,16.1,1941.0,Crawford County,2020,13,079
427,GA,36871.0,24.5,5282.0,Crisp County,2020,13,081
428,GA,41069.0,13.0,1954.0,Dade County,2020,13,083
429,GA,75081.0,8.7,2332.0,Dawson County,2020,13,085
430,GA,42996.0,25.6,6495.0,Decatur County,2020,13,087
