,GEO_ID,County,fips,race,perc_total
6438,0500000US17043,"DuPage County, Illinois",17043,perc_White,0.7620998980411108
6439,0500000US17089,"Kane County, Illinois",17089,perc_White,0.7412880844022292
6440,0500000US17091,"Kankakee County, Illinois",17091,perc_White,0.8073583222588339
6441,0500000US17093,"Kendall County, Illinois",17093,perc_White,0.8167144739902318
6442,0500000US17097,"Lake County, Illinois",17097,perc_White,0.7421278184154422
6443,0500000US17099,"LaSalle County, Illinois",17099,perc_White,0.915826960770781
6444,0500000US17111,"McHenry County, Illinois",17111,perc_White,0.9231221610662369
6445,0500000US17113,"McLean County, Illinois",17113,perc_White,0.8378819592227009
6446,0500000US17115,"Macon County, Illinois",17115,perc_White,0.7750002403638147
6447,0500000US17119,"Madison County, Illinois",17119,perc_White,0.8721811945270491
6448,0500000US17143,"Peoria County, Illinois",17143,perc_White,0.7205420278045976
6449,0500000US17161,"Rock Island County, Illinois",17161,perc_White,0.7805383460554416
6450,0500000US17163,"St. Clair County, Illinois",17163,perc_White,0.6438506504008688
6451,0500000US17167,"Sangamon County, Illinois",17167,perc_White,0.8194655625873264
6452,0500000US17179,"Tazewell County, Illinois",17179,perc_White,0.9580434436241967
6453,0500000US17183,"Vermilion County, Illinois",17183,perc_White,0.8161514295519945
6454,0500000US17197,"Will County, Illinois",17197,perc_White,0.7358829550208977
6455,0500000US17199,"Williamson County, Illinois",17199,perc_White,0.8994399147108728
6456,0500000US17201,"Winnebago County, Illinois",17201,perc_White,0.7843027617739904
6457,0500000US18003,"Allen County, Indiana",18003,perc_White,0.777534346254538
6458,0500000US18005,"Bartholomew County, Indiana",18005,perc_White,0.8437078504159754
6459,0500000US18019,"Clark County, Indiana",18019,perc_White,0.8735524336021369
6460,0500000US18035,"Delaware County, Indiana",18035,perc_White,0.8884128444386034
6461,0500000US18039,"Elkhart County, Indiana",18039,perc_White,0.8315943026349586
6462,0500000US18043,"Floyd County, Indiana",18043,perc_White,0.9040141616362294
6463,0500000US18053,"Grant County, Indiana",18053,perc_White,0.873329380103088
6464,0500000US18057,"Hamilton County, Indiana",18057,perc_White,0.8592708521320312
6465,0500000US18063,"Hendricks County, Indiana",18063,perc_White,0.8536677020274674
6466,0500000US18081,"Johnson County, Indiana",18081,perc_White,0.8949970600694203
6467,0500000US18085,"Kosciusko County, Indiana",18085,perc_White,0.917627366089408
6468,0500000US18089,"Lake County, Indiana",18089,perc_White,0.634563217183358
6469,0500000US18091,"LaPorte County, Indiana",18091,perc_White,0.8291169190448456
6470,0500000US18095,"Madison County, Indiana",18095,perc_White,0.880611874753992
6471,0500000US18097,"Marion County, Indiana",18097,perc_White,0.6103690510500922
6472,0500000US18105,"Monroe County, Indiana",18105,perc_White,0.8599214449811697
6473,0500000US18127,"Porter County, Indiana",18127,perc_White,0.9066958547793578
6474,0500000US18141,"St. Joseph County, Indiana",18141,perc_White,0.7712727995114522
6475,0500000US18157,"Tippecanoe County, Indiana",18157,perc_White,0.8032207303864468
6476,0500000US18163,"Vanderburgh County, Indiana",18163,perc_White,0.8422714672280671
6477,0500000US18167,"Vigo County, Indiana",18167,perc_White,0.8645060632672509
6478,0500000US18177,"Wayne County, Indiana",18177,perc_White,0.8824297249711615
6479,0500000US19013,"Black Hawk County, Iowa",19013,perc_White,0.8333815953912275
6480,0500000US19049,"Dallas County, Iowa",19049,perc_White,0.8999283062073984
6481,0500000US19061,"Dubuque County, Iowa",19061,perc_White,0.9174913421915303
6482,0500000US19103,"Johnson County, Iowa",19103,perc_White,0.8110559745930925
6483,0500000US19113,"Linn County, Iowa",19113,perc_White,0.8721118982294249
6484,0500000US19153,"Polk County, Iowa",19153,perc_White,0.8397934556196841
6485,0500000US19155,"Pottawattamie County, Iowa",19155,perc_White,0.9370534085788469
6486,0500000US19163,"Scott County, Iowa",19163,perc_White,0.8536165094857844
6487,0500000US19169,"Story County, Iowa",19169,perc_White,0.842437472327193
6488,0500000US19193,"Woodbury County, Iowa",19193,perc_White,0.855596613227036
6489,0500000US20015,"Butler County, Kansas",20015,perc_White,0.9197740281866957
6490,0500000US20045,"Douglas County, Kansas",20045,perc_White,0.8250435550756999
6491,0500000US20091,"Johnson County, Kansas",20091,perc_White,0.8479550996761294
6492,0500000US20103,"Leavenworth County, Kansas",20103,perc_White,0.8326157684874874
6493,0500000US20161,"Riley County, Kansas",20161,perc_White,0.830895031792219
6494,0500000US20173,"Sedgwick County, Kansas",20173,perc_White,0.7778707934625476
6495,0500000US20177,"Shawnee County, Kansas",20177,perc_White,0.8085597173144876
6496,0500000US20209,"Wyandotte County, Kansas",20209,perc_White,0.5692895441548942
6497,0500000US21015,"Boone County, Kentucky",21015,perc_White,0.9126372762593482
6498,0500000US21037,"Campbell County, Kentucky",21037,perc_White,0.9339630706103608
6499,0500000US21047,"Christian County, Kentucky",21047,perc_White,0.6974638452477256
6500,0500000US21059,"Daviess County, Kentucky",21059,perc_White,0.8932036922106964
